merchant,category,amt,gender,zip,city_pop,is_fraud,age,hour,is_weekend
fraud_Stiedemann Inc,misc_pos,107.16,M,53186,95015,0,29227,9,weekday
fraud_Hermann-Gaylord,misc_pos,17.21,M,88325,899,0,21317,9,weekday
"fraud_Lehner, Mosciski and King",misc_net,81.59,F,76626,1563,0,17478,9,weekday
fraud_Rau and Sons,grocery_pos,96.11,F,15829,1274,0,28054,9,weekday
fraud_Kutch LLC,gas_transport,48.69,F,76578,1766,0,18270,9,weekday
fraud_Huels-Nolan,gas_transport,44.21,M,24983,2443,0,30766,9,weekday
fraud_Stamm-Rodriguez,misc_pos,31.98,M,82514,1645,0,18215,9,weekday
fraud_Pacocha-O'Reilly,grocery_pos,40.8,M,60091,27020,0,14415,9,weekday
fraud_Schmeler Inc,misc_pos,2.72,F,85020,1312922,0,16148,9,weekday
fraud_Reynolds-Schinner,misc_pos,30.46,M,39113,595,0,16930,9,weekday
fraud_Durgan-Auer,misc_net,3.47,M,39572,1414,0,24798,9,weekday
fraud_Trantow PLC,grocery_net,38.41,M,35049,3996,0,17741,9,weekday
"fraud_Koss, McLaughlin and Mayer",food_dining,37.28,F,39897,3430,0,27684,9,weekday
fraud_Maggio-Fahey,misc_pos,5.15,M,70062,68211,0,30942,9,weekday
fraud_Cartwright-Harris,grocery_pos,87.23,M,53061,5196,0,17519,9,weekday
fraud_McCullough LLC,misc_pos,9.53,F,50312,222785,0,25553,9,weekday
fraud_Kutch LLC,gas_transport,85.82,F,43330,118,0,24895,9,weekday
fraud_Prohaska-Murray,gas_transport,47.08,M,88325,899,0,21317,9,weekday
fraud_Turcotte-Halvorson,misc_pos,3.96,M,92128,1241364,0,24264,9,weekday
"fraud_Terry, Johns and Bins",misc_pos,37.59,M,38039,1804,0,18714,9,weekday
"fraud_Watsica, Haag and Considine",shopping_pos,4.73,F,92637,45303,0,20472,9,weekday
"fraud_Zieme, Bode and Dooley",gas_transport,50.88,F,2630,1850,0,22657,9,weekday
"fraud_Rippin, Kub and Mann",misc_net,1047.52,F,72047,969,0,26302,9,weekday
"fraud_Connelly, Reichert and Fritsch",gas_transport,57.51,F,37932,391389,0,11585,9,weekday
fraud_Mraz-Herzog,gas_transport,74.41,M,46322,23727,0,16041,9,weekday
fraud_Kemmer-Reinger,grocery_net,45.1,M,42049,1480,0,18745,9,weekday
fraud_Larson-Moen,entertainment,65.74,M,74074,55345,0,28377,9,weekday
"fraud_Raynor, Feest and Miller",gas_transport,82.43,M,48088,134056,0,16672,9,weekday
fraud_Luettgen PLC,gas_transport,57.35,M,22311,321490,0,12516,9,weekday
"fraud_Raynor, Reinger and Hagenes",gas_transport,72.18,F,84540,46,0,14141,9,weekday
fraud_Schamberger-O'Keefe,grocery_pos,197.16,F,83646,84106,0,20056,9,weekday
"fraud_Yost, Block and Koepp",misc_pos,76.86,F,21102,11751,0,22609,9,weekday
fraud_Lockman Ltd,grocery_pos,133.75,M,52572,1132,0,23705,9,weekday
"fraud_Johnson, Runolfsdottir and Mayer",misc_net,8.19,M,12466,2471,0,21903,9,weekday
fraud_Brekke and Sons,gas_transport,79.12,M,87540,923,0,22481,9,weekday
"fraud_Wintheiser, Dietrich and Schimmel",misc_pos,21.19,M,50421,3032,0,22434,9,weekday
fraud_Kuhic Inc,grocery_pos,56.09,M,35811,190178,0,19276,9,weekday
fraud_Barton Inc,grocery_pos,126.75,M,24927,365,0,20390,9,weekday
fraud_O'Keefe-Hudson,grocery_pos,117.26,F,48043,16305,0,36024,9,weekday
fraud_Hamill-Daugherty,misc_net,79.88,M,34112,276002,0,17174,9,weekday
fraud_Auer-Mosciski,grocery_pos,90.46,F,7439,2456,0,11625,9,weekday
"fraud_Rippin, Kub and Mann",misc_net,126.43,F,28659,21134,0,15284,9,weekday
"fraud_Tillman, Dickinson and Labadie",gas_transport,73.79,F,68950,331,0,27537,9,weekday
fraud_Wuckert-Walter,grocery_net,57.74,M,16858,3688,0,19220,9,weekday
"fraud_Wiza, Schaden and Stark",misc_pos,320.61,F,41056,14228,0,20013,9,weekday
"fraud_Johnston, Nikolaus and Maggio",grocery_net,76.66,F,37932,391389,0,11585,9,weekday
fraud_Kris-Padberg,shopping_pos,132.22,M,14778,1453,0,18956,9,weekday
fraud_Bauch-Raynor,grocery_pos,152.9,M,72524,376,0,31900,9,weekday
"fraud_Schmeler, Bashirian and Price",shopping_net,9.3,M,63829,1120,0,25104,9,weekday
fraud_McDermott-Weimann,grocery_pos,64.11,M,56379,16163,0,14201,9,weekday
"fraud_Schumm, Bauch and Ondricka",grocery_pos,100.95,F,3816,1368,0,19881,9,weekday
fraud_Kuhic Inc,grocery_pos,158.87,F,15449,184,0,29286,9,weekday
fraud_Klocko LLC,misc_net,23.57,M,84735,258,0,23422,9,weekday
fraud_Corwin-Gorczany,misc_net,3.42,F,50312,222785,0,25553,9,weekday
"fraud_Schaefer, Fay and Hilll",entertainment,3.39,M,55001,2916,0,33067,9,weekday
fraud_Kling Inc,gas_transport,55.03,M,89512,276896,0,10530,9,weekday
fraud_Deckow-O'Conner,grocery_pos,53.28,M,4287,3224,0,10367,9,weekday
"fraud_Reilly, Heaney and Cole",gas_transport,68.84,M,49632,1126,0,25755,9,weekday
fraud_Erdman-Kertzmann,gas_transport,67.16,M,49440,128715,0,11187,9,weekday
fraud_Kilback LLC,grocery_pos,79.9,M,62970,639,0,15867,9,weekday
"fraud_Schaefer, McGlynn and Bosco",gas_transport,66.26,M,12455,1988,0,17398,9,weekday
"fraud_Johnston, Nikolaus and Maggio",grocery_net,58.89,F,48438,6951,0,14815,9,weekday
fraud_Schmitt Inc,gas_transport,62.03,F,49854,6469,0,17074,9,weekday
fraud_Metz-Boehm,shopping_pos,658.55,M,44223,47772,0,21920,9,weekday
"fraud_Huel, Hammes and Witting",grocery_pos,91.19,F,23850,1051,0,17946,9,weekday
fraud_Turner and Sons,shopping_pos,2.02,M,66070,2661,0,28180,9,weekday
fraud_McGlynn-Heathcote,misc_net,1.7,F,53153,2328,0,30684,9,weekday
fraud_Schamberger-O'Keefe,grocery_pos,92.88,M,5155,828,0,24969,9,weekday
"fraud_Lockman, West and Runte",grocery_pos,108.67,M,76443,1897,0,26563,9,weekday
fraud_Mohr-Bayer,shopping_net,767.18,F,58765,248,0,21060,9,weekday
fraud_Conroy-Cruickshank,gas_transport,58.78,F,29819,1523,0,15195,9,weekday
fraud_Trantow PLC,grocery_net,62.92,M,47515,965,0,16039,9,weekday
fraud_Pouros-Haag,shopping_pos,6.9,F,36507,19090,0,35288,9,weekday
fraud_Pagac LLC,shopping_pos,4.49,F,38315,3876,0,23792,9,weekday
fraud_Dickinson-Rempel,misc_pos,2.51,M,76240,26120,0,26301,9,weekday
fraud_Cummings LLC,gas_transport,64.2,M,77566,28739,0,9510,9,weekday
fraud_Wiza LLC,misc_pos,131.16,F,10962,5950,0,19915,10,weekday
fraud_Stracke-Lemke,grocery_pos,92.92,F,4680,1131,0,24351,10,weekday
fraud_Herzog Ltd,misc_pos,54.74,F,72476,7155,0,17824,10,weekday
fraud_Vandervort-Funk,grocery_pos,201.35,F,48438,6951,0,14815,10,weekday
fraud_Parisian and Sons,gas_transport,53.3,M,97033,60,0,30597,10,weekday
fraud_Skiles-Ankunding,grocery_net,36.52,M,72165,111,0,9341,10,weekday
"fraud_Raynor, Feest and Miller",gas_transport,68.67,M,14778,1453,0,18956,10,weekday
"fraud_Yost, Block and Koepp",misc_pos,48.02,M,62571,1532,0,16802,10,weekday
fraud_Volkman Ltd,misc_net,95.89,M,45698,341,0,17189,10,weekday
"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,40.73,M,94619,381459,0,18999,10,weekday
"fraud_Little, Gutmann and Lynch",shopping_net,1.35,F,29817,4913,0,21610,10,weekday
fraud_Cummings LLC,gas_transport,96.96,F,10548,3487,0,24103,10,weekday
"fraud_Greenholt, Jacobi and Gleason",gas_transport,73.11,F,95537,276,0,35312,10,weekday
fraud_Turcotte-Halvorson,misc_pos,23.17,M,92267,126,0,12147,10,weekday
fraud_Kutch and Sons,grocery_pos,105.68,F,16034,2054,0,22804,10,weekday
fraud_Conroy-Cruickshank,gas_transport,49.18,F,79548,932,0,25963,10,weekday
fraud_Schmitt Inc,gas_transport,63.05,M,42211,13422,0,23504,10,weekday
fraud_McDermott-Weimann,grocery_pos,97.45,F,65072,1847,0,13589,10,weekday
fraud_Huels-Nolan,gas_transport,70.17,M,45698,341,0,17189,10,weekday
fraud_Jaskolski-Vandervort,misc_net,4.35,M,68463,1517,0,27091,10,weekday
fraud_Koelpin and Sons,misc_net,3.06,M,35229,493806,0,16617,10,weekday
fraud_Kuhic LLC,shopping_net,1.13,F,58531,307,0,34848,10,weekday
fraud_Kerluke PLC,misc_net,1.63,M,84532,9772,0,13195,10,weekday
fraud_DuBuque LLC,grocery_pos,155.06,F,78113,2435,0,21460,10,weekday
fraud_Miller-Harris,misc_net,10.96,M,87035,7268,0,13672,10,weekday
fraud_Heaney-Marquardt,entertainment,22.32,F,85253,17047,0,33218,10,weekday
fraud_Skiles-Ankunding,grocery_net,30.79,F,28659,21134,0,15284,10,weekday
fraud_Pfeffer LLC,grocery_net,47.34,M,48034,75830,0,18640,10,weekday
fraud_Koepp-Witting,grocery_pos,151.43,F,67545,215,0,20867,10,weekday
fraud_Miller-Hauck,grocery_pos,56.96,M,24340,5657,0,14135,10,weekday
fraud_Ernser-Lynch,food_dining,85.11,M,37849,25459,0,20775,10,weekday
fraud_Torp-Labadie,gas_transport,44.69,F,37165,70,0,25403,10,weekday
fraud_Stracke-Lemke,grocery_pos,206.13,F,18433,6508,0,16272,10,weekday
fraud_Koepp-Witting,grocery_pos,221.2,F,48438,6951,0,14815,10,weekday
fraud_Kutch LLC,gas_transport,72.19,F,79539,178,0,15550,10,weekday
fraud_Kuhic Inc,grocery_pos,198.66,F,19007,21125,0,14839,10,weekday
fraud_Koepp-Parker,grocery_pos,180.26,F,20036,601723,0,14546,10,weekday
fraud_Vandervort-Funk,grocery_pos,97.74,M,15324,632,0,13425,10,weekday
"fraud_Jenkins, Hauck and Friesen",gas_transport,62.32,M,43321,267,0,7650,10,weekday
fraud_Kiehn Inc,grocery_pos,185.82,F,32784,11432,0,14529,10,weekday
fraud_Heller-Langosh,gas_transport,68.35,F,68031,1745,0,19007,10,weekday
"fraud_Bernier, Streich and Jewess",grocery_net,105.43,F,70774,10076,0,17556,10,weekday
fraud_Kiehn-Emmerich,grocery_pos,44.73,M,53061,5196,0,17519,10,weekday
fraud_Cartwright-Harris,grocery_pos,80.02,F,74536,1760,0,19713,10,weekday
"fraud_Schmeler, Bashirian and Price",shopping_net,100.1,M,11964,1858,0,15287,10,weekday
"fraud_Labadie, Treutel and Bode",shopping_net,26.29,M,44223,47772,0,21920,10,weekday
fraud_Rempel Inc,shopping_net,118.62,M,56019,914,0,29752,10,weekday
fraud_Auer-West,shopping_net,1433.54,F,97014,1288,0,32760,10,weekday
"fraud_Johnston, Nikolaus and Maggio",grocery_net,66.45,M,33956,3776,0,18016,10,weekday
"fraud_Zboncak, Rowe and Murazik",shopping_net,5.74,M,86018,759,0,25124,10,weekday
"fraud_Kuhic, Bins and Pfeffer",shopping_net,76.47,M,12455,1988,0,17398,10,weekday
"fraud_Cremin, Hamill and Reichel",misc_pos,35.77,F,24266,9521,0,17614,10,weekday
fraud_Kozey-Boehm,shopping_net,270.5,M,31329,9034,0,20767,10,weekday
fraud_Koepp-Parker,grocery_pos,85.35,M,15324,632,0,13425,10,weekday
fraud_Bauch-Raynor,grocery_pos,146.33,M,96135,128,0,21872,10,weekday
"fraud_Gottlieb, Considine and Schultz",shopping_net,98.25,M,58015,291,0,12672,10,weekday
fraud_Schmidt and Sons,shopping_net,93.84,M,59710,286,0,13455,10,weekday
fraud_Hudson-Grady,shopping_pos,7.29,M,68973,463,0,28347,10,weekday
fraud_Heidenreich PLC,grocery_pos,58.91,M,28314,238602,0,11928,10,weekday
"fraud_Heller, Gutmann and Zieme",grocery_pos,120.69,F,97492,597,0,23611,10,weekday
fraud_Kemmer-Reinger,grocery_net,112.11,F,38079,5577,0,22290,10,weekday
fraud_Huels-Hahn,gas_transport,64.39,M,21865,470,0,22192,10,weekday
fraud_Stoltenberg-Beatty,shopping_pos,6.73,M,45879,6284,0,32795,10,weekday
"fraud_Streich, Hansen and Veum",gas_transport,72.54,F,17058,1909,0,26073,10,weekday
fraud_DuBuque LLC,grocery_pos,176.63,F,33967,224256,0,14743,10,weekday
fraud_Kuphal-Bartoletti,misc_net,2.55,F,68932,493,0,31164,10,weekday
fraud_Smitham-Schiller,grocery_net,88.26,F,97034,42817,0,15932,10,weekday
"fraud_Adams, Kovacek and Kuhlman",grocery_net,47.54,M,97813,1302,0,17980,10,weekday
"fraud_Casper, Hand and Zulauf",grocery_pos,104.72,F,74130,413574,0,21024,10,weekday
fraud_Kilback LLC,grocery_pos,49.12,M,78040,248858,0,20070,10,weekday
fraud_Rempel PLC,grocery_net,55.95,M,22015,43102,0,27437,10,weekday
fraud_McGlynn-Jaskolski,misc_pos,19.96,F,72476,7155,0,17824,10,weekday
fraud_Goodwin-Nitzsche,grocery_pos,118.12,F,97403,191096,0,22558,10,weekday
fraud_Cummerata-Jones,gas_transport,72.28,M,80138,84861,0,34273,10,weekday
"fraud_Tillman, Dickinson and Labadie",gas_transport,44.16,F,25106,642,0,28987,10,weekday
fraud_Hills-Witting,shopping_net,8.24,F,15432,427,0,27367,10,weekday
fraud_Miller-Harris,misc_net,7.81,M,48206,673342,0,28924,10,weekday
fraud_Bradtke PLC,grocery_pos,71.65,M,33873,14742,0,12005,10,weekday
"fraud_Johnson, Runolfsdottir and Mayer",misc_net,1.86,M,21865,470,0,22192,10,weekday
fraud_Dickinson Ltd,misc_pos,4.64,M,39665,1196,0,24684,10,weekday
fraud_Denesik and Sons,shopping_pos,8.07,M,44223,47772,0,21920,10,weekday
fraud_Lockman Ltd,grocery_pos,94.37,M,15324,632,0,13425,10,weekday
fraud_Erdman-Kertzmann,gas_transport,64.52,M,26237,571,0,21300,10,weekday
fraud_Emard Inc,gas_transport,74.15,F,99113,761,0,30144,10,weekday
fraud_Emard Inc,gas_transport,45.95,F,98238,85,0,15105,10,weekday
fraud_Schmeler Inc,misc_pos,1.13,F,72059,37,0,24845,10,weekday
fraud_Pacocha-O'Reilly,grocery_pos,147.49,F,76857,1791,0,22082,10,weekday
fraud_Goyette Inc,shopping_net,1.12,F,13615,1271,0,24620,10,weekday
fraud_Kunze Inc,grocery_pos,193.5,F,33967,224256,0,14743,10,weekday
"fraud_Olson, Becker and Koch",gas_transport,64.71,F,7060,71485,0,18802,10,weekday
"fraud_Rippin, Kub and Mann",misc_net,1.43,F,31046,3343,0,12999,11,weekday
"fraud_Parisian, Schiller and Altenwerth",misc_net,6.79,F,68881,73,0,33206,11,weekday
"fraud_Jenkins, Hauck and Friesen",gas_transport,40.63,F,72583,1679,0,14497,11,weekday
fraud_Volkman-Predovic,shopping_net,43.26,F,41254,571,0,34642,11,weekday
"fraud_Zieme, Bode and Dooley",gas_transport,59.39,F,15010,28425,0,9345,11,weekday
fraud_Mraz-Herzog,gas_transport,62.6,M,44857,23805,0,20410,11,weekday
fraud_Boyer PLC,misc_pos,50.47,F,33872,50835,0,14589,11,weekday
fraud_Dooley-Thompson,misc_net,1.85,M,28117,69793,0,26330,11,weekday
fraud_Gislason Group,misc_pos,6.7,F,75218,1263321,0,18531,11,weekday
fraud_Dickinson Ltd,misc_pos,29.99,M,49629,2223,0,14601,11,weekday
fraud_Bartoletti-Wunsch,gas_transport,43.45,F,79842,498,0,12831,11,weekday
fraud_Parisian and Sons,gas_transport,68.73,M,50314,222785,0,16223,11,weekday
fraud_Ledner-Pfannerstill,gas_transport,69.41,M,55046,5211,0,14227,11,weekday
fraud_Deckow-O'Conner,grocery_pos,161.29,F,97441,260,0,25332,11,weekday
fraud_Dicki Ltd,grocery_net,79.26,F,67851,2691,0,11834,11,weekday
"fraud_Goldner, Kovacek and Abbott",grocery_pos,99.65,M,57756,1126,0,16580,11,weekday
"fraud_Stroman, Hudson and Erdman",gas_transport,76.35,M,37849,25459,0,20775,11,weekday
"fraud_Stanton, Jakubowski and Baumbach",shopping_net,90.71,M,5084,140,0,13222,11,weekday
fraud_Ortiz Group,grocery_net,54.15,M,21865,470,0,22192,11,weekday
fraud_Cole PLC,grocery_pos,87.51,F,29817,4913,0,21610,11,weekday
"fraud_Stokes, Christiansen and Sipes",grocery_net,50.28,F,87117,310,0,17268,11,weekday
fraud_Hermann and Sons,shopping_pos,6.84,M,14522,9565,0,35824,11,weekday
"fraud_Bernier, Volkman and Hoeger",misc_net,3.12,F,58579,1190,0,28317,11,weekday
fraud_Kunze Inc,grocery_pos,46.08,M,45801,86954,0,12223,11,weekday
fraud_Corwin-Collins,gas_transport,79.13,M,48214,673342,0,15470,11,weekday
fraud_Auer-Mosciski,grocery_pos,138.6,F,64726,467,0,27621,11,weekday
fraud_Bins-Rice,gas_transport,67.59,F,58569,77,0,13172,11,weekday
"fraud_Morissette, Weber and Wiegand",grocery_net,43.12,M,82501,19408,0,11808,11,weekday
fraud_Howe Ltd,misc_pos,5.75,M,21865,470,0,22192,11,weekday
fraud_Heller-Langosh,gas_transport,63.61,F,68932,493,0,31164,11,weekday
fraud_Emard Inc,gas_transport,50.51,F,21872,718,0,14906,11,weekday
"fraud_Osinski, Ledner and Leuschke",grocery_pos,48.07,M,95827,757530,0,17056,11,weekday
fraud_Hackett-Lueilwitz,grocery_pos,134.8,M,6444,370,0,23341,11,weekday
fraud_Prohaska-Murray,gas_transport,77.21,F,20687,313,0,18186,11,weekday
fraud_Bauch-Raynor,grocery_pos,79.38,F,53910,3508,0,29006,11,weekday
fraud_Cummings Group,grocery_net,48.14,M,48034,75830,0,18640,11,weekday
fraud_Heller-Langosh,gas_transport,59.56,M,46702,2304,0,25736,11,weekday
fraud_Berge LLC,gas_transport,68.32,M,75980,2836,0,14647,11,weekday
fraud_Huels-Hahn,gas_transport,65.57,F,12419,722,0,12866,11,weekday
"fraud_Kuhic, Bins and Pfeffer",shopping_net,5.96,F,4680,1131,0,24351,11,weekday
fraud_McCullough LLC,misc_pos,210.36,F,23860,31970,0,33020,11,weekday
"fraud_Nitzsche, Kessler and Wolff",shopping_pos,116.64,M,15077,198,0,17242,11,weekday
"fraud_Osinski, Ledner and Leuschke",grocery_pos,132.98,F,53801,878,0,18678,11,weekday
fraud_Prohaska-Murray,gas_transport,66.16,M,91206,172817,0,15869,11,weekday
fraud_Bogisich Inc,grocery_pos,138.46,F,68950,331,0,27537,11,weekday
"fraud_Moen, Reinger and Murphy",grocery_pos,22.38,M,36111,214703,0,11417,11,weekday
fraud_Boyer PLC,misc_pos,68.7,F,92585,54287,0,19467,11,weekday
"fraud_Schaefer, Maggio and Daugherty",gas_transport,48.93,F,26292,836,0,16204,11,weekday
fraud_Roberts-Beahan,misc_pos,105.57,F,68950,331,0,27537,11,weekday
fraud_Kerluke Inc,misc_net,72.79,F,49854,6469,0,17074,11,weekday
fraud_Dickinson Ltd,misc_pos,25.97,F,28659,21134,0,15284,11,weekday
fraud_Heidenreich PLC,grocery_pos,222.3,F,28073,5621,0,19049,11,weekday
fraud_Gibson-Deckow,entertainment,426.45,M,75236,1263321,0,26767,11,weekday
"fraud_Okuneva, Schneider and Rau",shopping_pos,137.66,M,70531,1261,0,19550,11,weekday
"fraud_Kutch, Hermiston and Farrell",gas_transport,47.89,F,25442,1925,0,21879,11,weekday
fraud_Douglas-White,entertainment,6.8,F,92128,1241364,0,24055,11,weekday
fraud_Wilkinson Ltd,entertainment,21.02,F,61530,6713,0,29363,11,weekday
fraud_Skiles-Ankunding,grocery_net,42.04,M,1844,47249,0,16484,11,weekday
fraud_Murray Ltd,grocery_net,39.79,M,4953,3228,0,10970,11,weekday
"fraud_Schultz, Simonis and Little",grocery_pos,175.73,F,24266,9521,0,17614,11,weekday
fraud_McKenzie-Huels,food_dining,48.31,M,11419,47211,0,32484,11,weekday
fraud_Hills-Witting,shopping_net,78.54,M,62571,1532,0,16802,11,weekday
fraud_Runte-Mohr,food_dining,101.15,F,76834,5908,0,23290,11,weekday
fraud_Corwin-Collins,gas_transport,65.78,M,68626,614,0,21388,11,weekday
fraud_Denesik and Sons,shopping_pos,2.29,M,4047,1892,0,25515,11,weekday
"fraud_Roob, Conn and Tremblay",shopping_pos,1.6,M,39825,1461,0,32996,11,weekday
"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,194.98,F,64114,545147,0,13932,11,weekday
"fraud_Greenfelder, Bartoletti and Davis",misc_net,94.67,F,53153,2328,0,30684,11,weekday
fraud_Parisian and Sons,gas_transport,73.28,F,25442,1925,0,21879,11,weekday
fraud_Heaney-Marquardt,entertainment,101.19,F,34112,276002,0,33438,11,weekday
fraud_Brekke and Sons,gas_transport,44.35,F,42171,6841,0,9714,11,weekday
fraud_Boyer-Reichert,shopping_net,106.98,M,67529,365,0,12759,11,weekday
"fraud_Raynor, Reinger and Hagenes",gas_transport,54.6,F,82063,100,0,18896,11,weekday
fraud_Kuvalis Ltd,gas_transport,55.46,F,36749,1089,0,19792,11,weekday
fraud_Sporer Inc,gas_transport,79.15,F,72513,2856,0,36295,11,weekday
"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,99.58,F,26292,836,0,16204,11,weekday
"fraud_Robel, Cummerata and Prosacco",gas_transport,57.0,F,76678,263,0,25426,11,weekday
"fraud_Schumm, Bauch and Ondricka",grocery_pos,109.31,F,27807,6629,0,23160,11,weekday
fraud_Shanahan-Lehner,personal_care,8.79,M,34112,276002,0,17174,12,weekday
fraud_Greenholt Ltd,health_fitness,107.41,F,81642,61,0,31478,12,weekday
fraud_Kulas Group,health_fitness,7.01,F,59448,743,0,19608,12,weekday
"fraud_Dare, Fritsch and Zboncak",health_fitness,36.52,F,81642,61,0,31478,12,weekday
fraud_Waters-Cruickshank,health_fitness,292.3,M,56379,16163,0,14201,12,weekday
"fraud_Kunze, Larkin and Mayert",travel,7.87,F,12419,722,0,12866,12,weekday
fraud_Bednar Inc,travel,7.1,M,1844,47249,0,16484,12,weekday
fraud_Maggio-Fahey,misc_pos,31.46,F,26041,16183,0,17682,12,weekday
"fraud_Lehner, Reichert and Mills",misc_pos,1.03,F,6024,647,0,13985,12,weekday
fraud_Schimmel-Olson,kids_pets,47.96,M,64659,964,0,18645,12,weekday
fraud_Buckridge PLC,misc_pos,7.95,M,78040,248858,0,20070,12,weekday
"fraud_Lubowitz, Terry and Stracke",personal_care,88.28,F,52535,888,0,13804,12,weekday
fraud_Schoen-Quigley,kids_pets,8.67,F,51006,1075,0,10599,12,weekday
"fraud_Langworth, Boehm and Gulgowski",shopping_net,7.61,F,66941,242,0,14055,12,weekday
fraud_Kihn-Schuster,food_dining,333.8,M,22213,207410,0,15165,12,weekday
fraud_Padberg-Rogahn,entertainment,36.38,M,35776,3395,0,17155,12,weekday
fraud_Keeling-Crist,misc_pos,3.06,M,29455,20478,0,10446,12,weekday
fraud_Lynch-Mohr,travel,4.54,F,6024,647,0,13985,12,weekday
fraud_Hilpert-Conroy,kids_pets,31.17,M,63453,519,0,21880,12,weekday
fraud_Jacobi Inc,health_fitness,19.03,F,80120,320420,0,18425,12,weekday
"fraud_Berge, Kautzer and Harris",personal_care,5.97,M,33809,237282,0,27847,12,weekday
fraud_Hammes-Beatty,kids_pets,78.55,F,97403,191096,0,22558,12,weekday
fraud_Hilpert-Conroy,kids_pets,47.67,F,14037,1166,0,15552,12,weekday
fraud_Gulgowski LLC,home,48.23,F,72047,969,0,26302,12,weekday
"fraud_Schuppe, Nolan and Hoeger",shopping_pos,8.16,M,27258,6006,0,15148,12,weekday
"fraud_Cormier, Stracke and Thiel",entertainment,37.23,M,51453,695,0,26111,12,weekday
fraud_Pollich LLC,home,50.76,F,26292,836,0,16204,12,weekday
fraud_Bernier and Sons,kids_pets,166.74,F,72583,1679,0,14497,12,weekday
fraud_Wilkinson PLC,kids_pets,153.08,F,22046,116155,0,15524,12,weekday
fraud_Kling-Ernser,entertainment,6.26,F,42171,6841,0,9714,12,weekday
fraud_Bednar Inc,travel,5.09,F,47110,350,0,25937,12,weekday
"fraud_Reichert, Rowe and Mraz",shopping_net,8.38,F,98238,85,0,15105,12,weekday
"fraud_O'Connell, Botsford and Hand",home,126.15,F,12986,6120,0,17989,12,weekday
fraud_Little-Gleichner,travel,7.67,F,76665,2526,0,20147,12,weekday
fraud_Champlin and Sons,home,19.12,F,76626,1563,0,17478,12,weekday
fraud_Hoppe-Parisian,kids_pets,77.89,F,62856,324,0,18105,12,weekday
fraud_Hickle Group,shopping_pos,9.19,F,66618,163415,0,7680,12,weekday
fraud_Schuppe LLC,entertainment,1.39,F,15829,1274,0,28054,12,weekday
fraud_Emmerich-Rau,personal_care,7.93,M,7640,4664,0,22108,12,weekday
fraud_Beier LLC,entertainment,87.07,F,72341,222,0,22881,12,weekday
fraud_Champlin-Casper,home,30.24,F,27837,5903,0,11782,12,weekday
fraud_Hills-Witting,shopping_net,3.27,M,87035,7268,0,13672,12,weekday
fraud_Gerhold LLC,home,104.92,M,20895,19054,0,18020,12,weekday
fraud_Renner Ltd,home,151.34,F,28073,5621,0,19049,12,weekday
"fraud_Koss, McLaughlin and Mayer",food_dining,16.96,M,6444,370,0,23341,12,weekday
fraud_Gaylord-Powlowski,home,83.06,M,53924,1360,0,15039,12,weekday
"fraud_Prosacco, Kreiger and Kovacek",home,3.13,F,95567,1930,0,15551,12,weekday
fraud_Eichmann-Kilback,home,114.11,M,38761,2870,0,9807,12,weekday
fraud_O'Hara-Wilderman,food_dining,105.47,M,53061,5196,0,17519,12,weekday
fraud_Terry Ltd,home,27.34,F,33620,717255,0,21665,12,weekday
fraud_Beier and Sons,home,43.73,M,36111,214703,0,11417,12,weekday
fraud_Pouros-Haag,shopping_pos,7.98,F,42171,6841,0,9714,12,weekday
fraud_O'Keefe-Wisoky,food_dining,2.86,F,79842,498,0,12831,12,weekday
fraud_Mohr-Bayer,shopping_net,41.23,F,24986,5216,0,11784,12,weekday
"fraud_Dare, Fritsch and Zboncak",health_fitness,37.94,F,4226,190,0,20356,12,weekday
"fraud_Berge, Kautzer and Harris",personal_care,88.7,M,96038,589,0,29239,12,weekday
"fraud_Quitzon, Green and Bashirian",shopping_pos,2.72,F,85173,2872,0,13953,12,weekday
fraud_Zboncak Ltd,food_dining,3.64,M,39825,1461,0,32996,12,weekday
fraud_Roberts-Beahan,misc_pos,9.32,F,96776,1490,0,12690,12,weekday
fraud_Volkman-Predovic,shopping_net,3.08,M,37132,158701,0,17476,12,weekday
fraud_Simonis-Prohaska,misc_pos,107.58,M,20017,601723,0,12758,12,weekday
fraud_Breitenberg-Hermiston,kids_pets,102.42,F,14510,4895,0,24544,12,weekday
fraud_Brown Inc,kids_pets,20.29,M,75210,1263321,0,30362,12,weekday
fraud_Fahey Inc,kids_pets,64.89,F,72042,5161,0,11964,12,weekday
"fraud_Hagenes, Kohler and Hoppe",food_dining,4.07,M,7208,124967,0,16455,12,weekday
"fraud_Boehm, Block and Jakubowski",misc_pos,1.6,M,4287,3224,0,10367,12,weekday
fraud_Hermann-Gaylord,misc_pos,359.14,F,20687,313,0,18186,12,weekday
"fraud_Mante, Luettgen and Hackett",health_fitness,72.61,M,82514,1645,0,18215,12,weekday
fraud_Thompson-Gleason,health_fitness,16.99,M,89319,450,0,28993,12,weekday
"fraud_Turcotte, Batz and Buckridge",health_fitness,12.93,F,24266,9521,0,17614,12,weekday
fraud_Beier-Hyatt,shopping_pos,9.52,F,25526,21902,0,16549,12,weekday
"fraud_Goyette, Howell and Collier",shopping_pos,3.7,F,95567,1930,0,15551,12,weekday
